bike_id,current_range_meters,is_disabled,is_reserved,last_reported,lat,lon,pricing_plan_id,rental_uris/android,rental_uris/ios,vehicle_type_id
f1e616f2-068f-4e36-a58f-caa2a0ee96dc,7600,false,false,1683800693,32.065468,34.770441,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/f1e616f2-068f-4e36-a58f-caa2a0ee96dc?platform=android,https://go.ridedott.com/vehicles/f1e616f2-068f-4e36-a58f-caa2a0ee96dc?platform=ios,dott_scooter
08b3424e-32c0-4e53-b905-720058540940,11399.999999999998,false,false,1683800401,32.095003,34.778458,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/08b3424e-32c0-4e53-b905-720058540940?platform=android,https://go.ridedott.com/vehicles/08b3424e-32c0-4e53-b905-720058540940?platform=ios,dott_scooter
d73bc5b9-001b-47c5-b7bf-00d485454979,6000,false,false,1683800851,32.065106,34.786297,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/d73bc5b9-001b-47c5-b7bf-00d485454979?platform=android,https://go.ridedott.com/vehicles/d73bc5b9-001b-47c5-b7bf-00d485454979?platform=ios,dott_scooter
5a25fe03-7e98-4eec-9f1b-04a9d51126c6,8800,false,false,1683800702,32.062644,34.777425,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/5a25fe03-7e98-4eec-9f1b-04a9d51126c6?platform=android,https://go.ridedott.com/vehicles/5a25fe03-7e98-4eec-9f1b-04a9d51126c6?platform=ios,dott_scooter
9d4005ae-f9c1-4b0f-b1fb-178a30f8dac2,9200,false,false,1683799860,32.113376,34.80206,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/9d4005ae-f9c1-4b0f-b1fb-178a30f8dac2?platform=android,https://go.ridedott.com/vehicles/9d4005ae-f9c1-4b0f-b1fb-178a30f8dac2?platform=ios,dott_scooter
85470f3d-298f-4157-aef1-2b814869bbc1,16000,false,false,1683800569,32.099957,34.790497,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/85470f3d-298f-4157-aef1-2b814869bbc1?platform=android,https://go.ridedott.com/vehicles/85470f3d-298f-4157-aef1-2b814869bbc1?platform=ios,dott_scooter
a40e763a-4873-4c40-a6a8-fa831c63168e,11399.999999999998,false,false,1683800356,32.096123,34.776014,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/a40e763a-4873-4c40-a6a8-fa831c63168e?platform=android,https://go.ridedott.com/vehicles/a40e763a-4873-4c40-a6a8-fa831c63168e?platform=ios,dott_scooter
a70a371a-f289-4fb3-bf2f-a2f591a47b26,14060,false,false,1683800217,32.071722,34.789265,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/a70a371a-f289-4fb3-bf2f-a2f591a47b26?platform=android,https://go.ridedott.com/vehicles/a70a371a-f289-4fb3-bf2f-a2f591a47b26?platform=ios,dott_scooter
ddb582c6-8f9e-48e3-b361-c1d44efd8b99,16000,false,false,1683800260,32.088379,34.781209,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/ddb582c6-8f9e-48e3-b361-c1d44efd8b99?platform=android,https://go.ridedott.com/vehicles/ddb582c6-8f9e-48e3-b361-c1d44efd8b99?platform=ios,dott_scooter
b94ed82d-9d03-49d3-b227-f2c8d05d8623,5000,false,false,1683800416,32.068421,34.800132,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/b94ed82d-9d03-49d3-b227-f2c8d05d8623?platform=android,https://go.ridedott.com/vehicles/b94ed82d-9d03-49d3-b227-f2c8d05d8623?platform=ios,dott_scooter
9f35dc4e-aa40-450c-9977-f12e935555ef,3600,false,false,1683800661,32.071892,34.76419,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/9f35dc4e-aa40-450c-9977-f12e935555ef?platform=android,https://go.ridedott.com/vehicles/9f35dc4e-aa40-450c-9977-f12e935555ef?platform=ios,dott_scooter
7405bac2-9643-4440-84b1-accab46c15a0,7600,false,false,1683800531,32.08999,34.772107,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/7405bac2-9643-4440-84b1-accab46c15a0?platform=android,https://go.ridedott.com/vehicles/7405bac2-9643-4440-84b1-accab46c15a0?platform=ios,dott_scooter
89f73f7d-4b11-443d-91fc-69ef0092fc2e,5400,false,false,1683800175,32.092784,34.77352,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/89f73f7d-4b11-443d-91fc-69ef0092fc2e?platform=android,https://go.ridedott.com/vehicles/89f73f7d-4b11-443d-91fc-69ef0092fc2e?platform=ios,dott_scooter
e275c3a3-f30c-4f32-a33b-87cd8462073a,5600.000000000001,false,false,1683800431,32.064313,34.772741,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/e275c3a3-f30c-4f32-a33b-87cd8462073a?platform=android,https://go.ridedott.com/vehicles/e275c3a3-f30c-4f32-a33b-87cd8462073a?platform=ios,dott_scooter
efd769e7-fbba-4d3e-8676-76c078528f33,10400,false,false,1683800785,32.064328,34.764129,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/efd769e7-fbba-4d3e-8676-76c078528f33?platform=android,https://go.ridedott.com/vehicles/efd769e7-fbba-4d3e-8676-76c078528f33?platform=ios,dott_scooter
11d77422-7f12-4376-9869-15bd2625f7e3,6400,false,false,1683800686,32.069221,34.770603,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/11d77422-7f12-4376-9869-15bd2625f7e3?platform=android,https://go.ridedott.com/vehicles/11d77422-7f12-4376-9869-15bd2625f7e3?platform=ios,dott_scooter
1bcda4b0-fe68-4cca-8d0b-fd614c54150b,3400.0000000000005,false,false,1683800534,32.071747,34.789304,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/1bcda4b0-fe68-4cca-8d0b-fd614c54150b?platform=android,https://go.ridedott.com/vehicles/1bcda4b0-fe68-4cca-8d0b-fd614c54150b?platform=ios,dott_scooter
c296128a-1f12-405e-ade1-d03db71fb8ee,12800,false,false,1683800142,32.062546,34.773029,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/c296128a-1f12-405e-ade1-d03db71fb8ee?platform=android,https://go.ridedott.com/vehicles/c296128a-1f12-405e-ade1-d03db71fb8ee?platform=ios,dott_scooter
979f4322-518c-48c7-a563-8625eb737558,8800,false,false,1683800155,32.06551,34.770714,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/979f4322-518c-48c7-a563-8625eb737558?platform=android,https://go.ridedott.com/vehicles/979f4322-518c-48c7-a563-8625eb737558?platform=ios,dott_scooter
a1528485-1396-4503-b2fe-042140ee93d5,17400,false,false,1683800547,32.076657,34.787485,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/a1528485-1396-4503-b2fe-042140ee93d5?platform=android,https://go.ridedott.com/vehicles/a1528485-1396-4503-b2fe-042140ee93d5?platform=ios,dott_scooter
38657d9a-659b-4fca-87c7-aed8a2160b60,14000,false,false,1683800605,32.06488,34.770741,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/38657d9a-659b-4fca-87c7-aed8a2160b60?platform=android,https://go.ridedott.com/vehicles/38657d9a-659b-4fca-87c7-aed8a2160b60?platform=ios,dott_scooter
8a3d7b7b-d800-4b6d-a6a0-328f5c5bb43e,3000,false,false,1683800089,32.094293,34.777158,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/8a3d7b7b-d800-4b6d-a6a0-328f5c5bb43e?platform=android,https://go.ridedott.com/vehicles/8a3d7b7b-d800-4b6d-a6a0-328f5c5bb43e?platform=ios,dott_scooter
a43f95bd-ac4e-4d49-8847-549b2c258386,2400,false,false,1683800076,32.055535,34.780652,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/a43f95bd-ac4e-4d49-8847-549b2c258386?platform=android,https://go.ridedott.com/vehicles/a43f95bd-ac4e-4d49-8847-549b2c258386?platform=ios,dott_scooter
4f024045-933b-43ce-9d61-684098ac281f,5400,false,false,1683800142,32.077425,34.792696,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/4f024045-933b-43ce-9d61-684098ac281f?platform=android,https://go.ridedott.com/vehicles/4f024045-933b-43ce-9d61-684098ac281f?platform=ios,dott_scooter
87119a8d-9de1-456b-aed8-8612d3bf9f4f,17200,false,false,1683800640,32.061138,34.767408,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/87119a8d-9de1-456b-aed8-8612d3bf9f4f?platform=android,https://go.ridedott.com/vehicles/87119a8d-9de1-456b-aed8-8612d3bf9f4f?platform=ios,dott_scooter
05ef931c-6483-408f-9fb1-224adfdc0a17,11000,false,false,1683800346,32.098918,34.780103,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/05ef931c-6483-408f-9fb1-224adfdc0a17?platform=android,https://go.ridedott.com/vehicles/05ef931c-6483-408f-9fb1-224adfdc0a17?platform=ios,dott_scooter
f3330e70-3c8e-4e26-8669-8591e103b460,6600,false,false,1683800114,32.092482,34.776097,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/f3330e70-3c8e-4e26-8669-8591e103b460?platform=android,https://go.ridedott.com/vehicles/f3330e70-3c8e-4e26-8669-8591e103b460?platform=ios,dott_scooter
e198dca9-0037-4aa2-8961-d579c2f19ec6,9600,false,false,1683800412,32.063165,34.771947,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/e198dca9-0037-4aa2-8961-d579c2f19ec6?platform=android,https://go.ridedott.com/vehicles/e198dca9-0037-4aa2-8961-d579c2f19ec6?platform=ios,dott_scooter
3ad57f72-16a5-40b0-844a-4b174d7b7947,6600,false,false,1683800829,32.081207,34.784551,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/3ad57f72-16a5-40b0-844a-4b174d7b7947?platform=android,https://go.ridedott.com/vehicles/3ad57f72-16a5-40b0-844a-4b174d7b7947?platform=ios,dott_scooter
7fdc2b6e-4d73-40bc-b223-85cd30bc0c7c,22200,false,false,1683800866,32.061941,34.7909,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/7fdc2b6e-4d73-40bc-b223-85cd30bc0c7c?platform=android,https://go.ridedott.com/vehicles/7fdc2b6e-4d73-40bc-b223-85cd30bc0c7c?platform=ios,dott_scooter
b0492d68-22c3-46f6-94f0-83490ecb23ca,8000,false,false,1683800691,32.06383,34.769555,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/b0492d68-22c3-46f6-94f0-83490ecb23ca?platform=android,https://go.ridedott.com/vehicles/b0492d68-22c3-46f6-94f0-83490ecb23ca?platform=ios,dott_scooter
da51b417-95ad-45ac-ad5b-43c1de24b14a,5800,false,false,1683800555,32.061431,34.823973,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/da51b417-95ad-45ac-ad5b-43c1de24b14a?platform=android,https://go.ridedott.com/vehicles/da51b417-95ad-45ac-ad5b-43c1de24b14a?platform=ios,dott_scooter
7de3c94d-0838-4ccc-b1e0-1186d4cb40cb,19240,false,false,1683799966,32.051322,34.754318,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/7de3c94d-0838-4ccc-b1e0-1186d4cb40cb?platform=android,https://go.ridedott.com/vehicles/7de3c94d-0838-4ccc-b1e0-1186d4cb40cb?platform=ios,dott_scooter
10b3589b-e2c7-4839-a39c-81543a3e0060,11600,false,false,1683800535,32.090903,34.772703,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/10b3589b-e2c7-4839-a39c-81543a3e0060?platform=android,https://go.ridedott.com/vehicles/10b3589b-e2c7-4839-a39c-81543a3e0060?platform=ios,dott_scooter
861be449-8819-417d-a935-f6819ab614fd,2800.0000000000005,false,false,1683800516,32.087461,34.803219,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/861be449-8819-417d-a935-f6819ab614fd?platform=android,https://go.ridedott.com/vehicles/861be449-8819-417d-a935-f6819ab614fd?platform=ios,dott_scooter
e6129bb8-8af6-4792-9a51-ed6b8154e712,17000,false,false,1683800690,32.092794,34.77357,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/e6129bb8-8af6-4792-9a51-ed6b8154e712?platform=android,https://go.ridedott.com/vehicles/e6129bb8-8af6-4792-9a51-ed6b8154e712?platform=ios,dott_scooter
db6b4036-29be-4a27-97a7-bda05c593803,7000,false,false,1683800644,32.086532,34.779356,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/db6b4036-29be-4a27-97a7-bda05c593803?platform=android,https://go.ridedott.com/vehicles/db6b4036-29be-4a27-97a7-bda05c593803?platform=ios,dott_scooter
76c05217-8587-481c-beb9-919e5608224c,2800.0000000000005,false,false,1683800013,32.067205,34.771335,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/76c05217-8587-481c-beb9-919e5608224c?platform=android,https://go.ridedott.com/vehicles/76c05217-8587-481c-beb9-919e5608224c?platform=ios,dott_scooter
3196e9a5-67fe-4992-a671-7dd8e917d0c4,11399.999999999998,false,false,1683800072,32.087272,34.788422,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/3196e9a5-67fe-4992-a671-7dd8e917d0c4?platform=android,https://go.ridedott.com/vehicles/3196e9a5-67fe-4992-a671-7dd8e917d0c4?platform=ios,dott_scooter
8be1530f-00ba-4e36-9f48-3000b0395149,5600.000000000001,false,false,1683800341,32.092766,34.773479,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/8be1530f-00ba-4e36-9f48-3000b0395149?platform=android,https://go.ridedott.com/vehicles/8be1530f-00ba-4e36-9f48-3000b0395149?platform=ios,dott_scooter
fffd52c6-d296-4756-9763-4d32453cbef6,11000,false,false,1683800514,32.077487,34.779089,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/fffd52c6-d296-4756-9763-4d32453cbef6?platform=android,https://go.ridedott.com/vehicles/fffd52c6-d296-4756-9763-4d32453cbef6?platform=ios,dott_scooter
84d142f8-be73-4d34-b6e7-520efc57dc9d,15200,false,false,1683800115,32.066926,34.784938,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/84d142f8-be73-4d34-b6e7-520efc57dc9d?platform=android,https://go.ridedott.com/vehicles/84d142f8-be73-4d34-b6e7-520efc57dc9d?platform=ios,dott_scooter
17552adb-689f-4e62-ba9d-2a19a1893820,14200,false,false,1683800153,32.064269,34.772581,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/17552adb-689f-4e62-ba9d-2a19a1893820?platform=android,https://go.ridedott.com/vehicles/17552adb-689f-4e62-ba9d-2a19a1893820?platform=ios,dott_scooter
e1a3f683-18de-4f70-934c-308e40737ea9,7400,false,false,1683800706,32.075708,34.781896,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/e1a3f683-18de-4f70-934c-308e40737ea9?platform=android,https://go.ridedott.com/vehicles/e1a3f683-18de-4f70-934c-308e40737ea9?platform=ios,dott_scooter
9f8e0345-9665-415a-8447-0080a8728720,9000,false,false,1683800786,32.09634,34.801061,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/9f8e0345-9665-415a-8447-0080a8728720?platform=android,https://go.ridedott.com/vehicles/9f8e0345-9665-415a-8447-0080a8728720?platform=ios,dott_scooter
ab345cbd-0d43-4aef-9df8-b6bd4c5ce361,20350,false,false,1683800202,32.065051,34.787711,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/ab345cbd-0d43-4aef-9df8-b6bd4c5ce361?platform=android,https://go.ridedott.com/vehicles/ab345cbd-0d43-4aef-9df8-b6bd4c5ce361?platform=ios,dott_scooter
16847720-9b8c-4b01-9191-4cadec6922f0,1600,false,false,1683800068,32.087555,34.793927,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/16847720-9b8c-4b01-9191-4cadec6922f0?platform=android,https://go.ridedott.com/vehicles/16847720-9b8c-4b01-9191-4cadec6922f0?platform=ios,dott_scooter
f78f3157-58a4-4af3-a26b-cb517cd8cbf9,3200,false,false,1683800152,32.063043,34.772028,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/f78f3157-58a4-4af3-a26b-cb517cd8cbf9?platform=android,https://go.ridedott.com/vehicles/f78f3157-58a4-4af3-a26b-cb517cd8cbf9?platform=ios,dott_scooter
324b3d48-e8ab-4529-806f-5aa56d688108,8400,false,false,1683800341,32.077463,34.769093,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/324b3d48-e8ab-4529-806f-5aa56d688108?platform=android,https://go.ridedott.com/vehicles/324b3d48-e8ab-4529-806f-5aa56d688108?platform=ios,dott_scooter
449c4ea7-d37c-4d57-90fd-fe495cd67530,14200,false,false,1683799843,32.062188,34.764976,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/449c4ea7-d37c-4d57-90fd-fe495cd67530?platform=android,https://go.ridedott.com/vehicles/449c4ea7-d37c-4d57-90fd-fe495cd67530?platform=ios,dott_scooter
0769e6be-1f49-4d96-ac6e-fafe6e15d33f,8880,false,false,1683800604,32.099766,34.786206,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/0769e6be-1f49-4d96-ac6e-fafe6e15d33f?platform=android,https://go.ridedott.com/vehicles/0769e6be-1f49-4d96-ac6e-fafe6e15d33f?platform=ios,dott_scooter
0710b69c-25a6-44e8-a881-8856f1c2844c,13000,false,false,1683800140,32.077403,34.77747,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/0710b69c-25a6-44e8-a881-8856f1c2844c?platform=android,https://go.ridedott.com/vehicles/0710b69c-25a6-44e8-a881-8856f1c2844c?platform=ios,dott_scooter
2ca405e3-136d-4208-be79-a03cb8a6b0aa,11399.999999999998,false,false,1683800107,32.063069,34.796321,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/2ca405e3-136d-4208-be79-a03cb8a6b0aa?platform=android,https://go.ridedott.com/vehicles/2ca405e3-136d-4208-be79-a03cb8a6b0aa?platform=ios,dott_scooter
bab718a4-f887-4cc2-9975-e80fd0fe7290,5000,false,false,1683800563,32.066982,34.76755,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/bab718a4-f887-4cc2-9975-e80fd0fe7290?platform=android,https://go.ridedott.com/vehicles/bab718a4-f887-4cc2-9975-e80fd0fe7290?platform=ios,dott_scooter
d5ae04a6-10d6-44ee-bbb2-6b9075545ccb,2960,false,false,1683800072,32.07154,34.788796,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/d5ae04a6-10d6-44ee-bbb2-6b9075545ccb?platform=android,https://go.ridedott.com/vehicles/d5ae04a6-10d6-44ee-bbb2-6b9075545ccb?platform=ios,dott_scooter
795e696f-15ac-4af7-b43a-7ea53898b388,10600,false,false,1683800244,32.065529,34.770641,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/795e696f-15ac-4af7-b43a-7ea53898b388?platform=android,https://go.ridedott.com/vehicles/795e696f-15ac-4af7-b43a-7ea53898b388?platform=ios,dott_scooter
62cc3e88-a386-4e15-8357-c5af1d8af1c8,7800,false,false,1683800744,32.098139,34.80135,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/62cc3e88-a386-4e15-8357-c5af1d8af1c8?platform=android,https://go.ridedott.com/vehicles/62cc3e88-a386-4e15-8357-c5af1d8af1c8?platform=ios,dott_scooter
c4ed5d62-412b-4b59-aeeb-a99dde97daf9,13799.999999999998,false,false,1683800828,32.055065,34.770819,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/c4ed5d62-412b-4b59-aeeb-a99dde97daf9?platform=android,https://go.ridedott.com/vehicles/c4ed5d62-412b-4b59-aeeb-a99dde97daf9?platform=ios,dott_scooter
ba0f56fd-b19b-460b-a0d0-bc5e9f7c0f44,15400,false,false,1683800355,32.091745,34.803028,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/ba0f56fd-b19b-460b-a0d0-bc5e9f7c0f44?platform=android,https://go.ridedott.com/vehicles/ba0f56fd-b19b-460b-a0d0-bc5e9f7c0f44?platform=ios,dott_scooter
79696899-8dec-4372-ab8e-87c9408ad03d,5200,false,false,1683800464,32.085375,34.770923,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/79696899-8dec-4372-ab8e-87c9408ad03d?platform=android,https://go.ridedott.com/vehicles/79696899-8dec-4372-ab8e-87c9408ad03d?platform=ios,dott_scooter
b96aadac-680a-4b40-b800-df8f3133270e,14400,false,false,1683800622,32.065802,34.782814,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/b96aadac-680a-4b40-b800-df8f3133270e?platform=android,https://go.ridedott.com/vehicles/b96aadac-680a-4b40-b800-df8f3133270e?platform=ios,dott_scooter
a596db54-2019-44f1-b7dd-60584e711d17,8600,false,false,1683800441,32.057898,34.773797,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/a596db54-2019-44f1-b7dd-60584e711d17?platform=android,https://go.ridedott.com/vehicles/a596db54-2019-44f1-b7dd-60584e711d17?platform=ios,dott_scooter
52211785-92e2-4dea-ac28-e85c208033e2,14200,false,false,1683800509,32.072501,34.789783,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/52211785-92e2-4dea-ac28-e85c208033e2?platform=android,https://go.ridedott.com/vehicles/52211785-92e2-4dea-ac28-e85c208033e2?platform=ios,dott_scooter
ff7eca8a-6918-474c-816e-f8afb91d8056,8200,false,false,1683800453,32.064881,34.769548,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/ff7eca8a-6918-474c-816e-f8afb91d8056?platform=android,https://go.ridedott.com/vehicles/ff7eca8a-6918-474c-816e-f8afb91d8056?platform=ios,dott_scooter
08578de8-2db8-4eab-8629-3bdd7397704a,12000,false,false,1683800323,32.052629,34.763498,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/08578de8-2db8-4eab-8629-3bdd7397704a?platform=android,https://go.ridedott.com/vehicles/08578de8-2db8-4eab-8629-3bdd7397704a?platform=ios,dott_scooter
941bd21b-42d5-4c81-96e8-7a269f00f852,8000,false,false,1683800221,32.092806,34.775218,311a8d02-1bf0-4f59-9f2e-47dc2865b464,https://go.ridedott.com/vehicles/941bd21b-42d5-4c81-96e8-7a269f00f852?platform=android,https://go.ridedott.com/vehicles/941bd21b-42d5-4c81-96e8-7a269f00f852?platform=ios,dott_scooter
