bike_id,lat,lon,is_reserved,is_disabled,current_range_meters,vehicle_type_id,last_reported,vehicle_type
5eb6529e-b752-43a2-8326-904678a6a1ec,32.109027,34.896408,false,false,9782,2,1683801163,scooter
2372f0fb-e71f-4f7f-9d1b-ac067a7d1baa,32.107605,34.89637,false,false,17246,2,1683801163,scooter
3ec765d7-b5b3-4145-bff2-b5058461b828,32.103562,34.896064,false,false,17783,2,1683801163,scooter
d0096c1c-399d-42d6-b508-27411585085a,32.069609,34.895859,false,false,16980,2,1683801163,scooter
e1fc2e54-8247-4795-a031-ce0e6b20a795,32.069637,34.895834,false,false,10434,2,1683801163,scooter
26eed719-0e03-48ba-acc1-c26f95003063,32.101421,34.895798,false,false,4586,2,1683801163,scooter
36084b14-fdc1-4da0-8f14-e772f6c634ae,32.101373,34.895789,false,false,17783,2,1683801163,scooter
d90b4e1b-3c29-4a63-9762-3e972f6a0c17,32.101402,34.895779,false,false,17514,2,1683801163,scooter
97a90028-8926-4caa-9a2c-9fb9a3b13498,32.106762,34.895734,false,false,11328,3,1683801163,e-bike
4e211fde-d125-4d89-8162-294084cfc0b0,32.10352,34.895428,false,false,14914,2,1683801163,scooter
836c7dea-a1b0-4de2-b4c0-808fac8cc350,32.092031,34.895425,false,false,4416,2,1683801163,scooter
dcc1a3b6-bddd-4e61-abff-e104fc3f358d,32.090915,34.895334,false,false,3757,2,1683801163,scooter
798bf63c-1528-4fcd-ab70-15de1061ce75,32.086906,34.895223,false,false,12482,2,1683801163,scooter
314f9814-de69-42c7-802f-09267a0e2d68,32.107016,34.895146,false,false,13921,2,1683801163,scooter
30b377d3-ddbb-4aa9-a5e7-2f4cf4466533,32.105637,34.895128,false,false,12247,2,1683801163,scooter
eb8d95b1-be8d-4a29-b81c-6f2b676edfec,32.073857,34.895094,false,false,7128,2,1683801163,scooter
1982e596-e0f8-48e8-8b2e-9d8d9d9f4da2,32.089754,34.894845,false,false,11555,2,1683801163,scooter
1724152b-41c4-4a3d-b949-ab1dc72d9740,32.100208,34.89484,false,false,6369,2,1683801163,scooter
06279f3e-4f51-4beb-839c-7e9eb3b0512c,32.104981,34.894735,false,false,6936,2,1683801163,scooter
97d497fb-f12d-4171-bb23-607ae5de4c36,32.096281,34.894706,false,false,18876,2,1683801163,scooter
c0c5b084-19cb-4492-9bb8-d03f3be9d06c,32.098771,34.894602,false,false,4083,2,1683801163,scooter
5714d24c-86ec-48a1-999b-f6a8ae834d97,32.098072,34.894487,false,false,8522,2,1683801163,scooter
deca69ec-c790-4ec2-a5ab-5cf9ab077d00,32.073398,34.894463,false,false,15934,2,1683801163,scooter
d764f22d-415b-4f63-883f-870440156714,32.084864,34.894422,false,false,5279,2,1683801163,scooter
bc34486a-3abf-49cf-8b89-97aefcac1827,32.082826,34.894189,false,false,12955,2,1683801163,scooter
1229c332-6fbb-423f-8b18-c510bbbb37e4,32.104273,34.894108,false,false,3437,2,1683801163,scooter
61e6eee7-fd92-444f-81a1-5b92480e71a5,32.101912,34.894074,false,false,4586,2,1683801163,scooter
c95d86d0-05fc-495e-a5be-1d5470c3165c,32.101903,34.89402,false,false,18600,2,1683801163,scooter
5229f797-d7f8-4fa7-a41b-d47d333de06c,32.100885,34.893954,false,false,19432,2,1683801163,scooter
33c1b8b3-1cd8-4d18-8931-6a58aee88011,32.095405,34.893905,false,false,13677,2,1683801163,scooter
fe9abbdf-b542-4326-95ea-cd9980883f5e,32.08669,34.893824,false,false,12717,2,1683801163,scooter
974bb77d-4c53-4d0a-94f0-bec4b9b7bf0a,32.102153,34.893536,false,false,11328,2,1683801163,scooter
deb062dd-510c-4fc2-b660-57dd6f5eb059,32.087039,34.892696,false,false,18876,2,1683801163,scooter
2527acb7-3e00-4577-822c-4da2a4250836,32.087574,34.892401,false,false,5279,2,1683801163,scooter
edc6470a-ae65-4765-96ec-33405b893357,32.097575,34.892097,false,false,2369,2,1683801163,scooter
cf540543-93cf-4805-8650-37d6e5ff0086,32.081496,34.891893,false,false,3596,2,1683801163,scooter
8cf59d85-cae2-40a7-8c22-e14c24814b80,32.082548,34.891747,false,false,3279,2,1683801163,scooter
3384bde0-582f-44d9-95c2-a1435b866d9c,32.084109,34.891241,false,false,13435,2,1683801163,scooter
cfc9ba2c-a633-40f4-82eb-8246fe6f1e6a,32.084351,34.891128,false,false,5999,2,1683801163,scooter
5e47b2f2-6e90-45f5-92e1-91348af9bbdc,32.079152,34.891105,false,false,12955,3,1683801163,e-bike
7e9d44a8-7de3-41eb-92ae-c2a51e40e891,32.086285,34.891089,false,false,13435,2,1683801163,scooter
b3c75220-797b-44f9-938e-f1d01480260e,32.110227,34.890899,false,false,12247,3,1683801163,e-bike
d4e6aa06-fdcc-4d92-96be-0f47a49d6996,32.108112,34.890582,false,false,5279,2,1683801163,scooter
24cc4c7d-6f5d-46f9-871d-db64cb993596,32.074836,34.890582,false,false,18053,2,1683801163,scooter
c8d710b8-19a8-4cf7-819d-d4daa777de83,32.093799,34.890493,false,false,8318,2,1683801163,scooter
dc057068-3fe3-4878-a2cb-9b3080da602f,32.093804,34.890478,false,false,13435,2,1683801163,scooter
87c433bf-29a4-4b17-837a-568d6ca322fb,32.108124,34.89047,false,false,5999,3,1683801163,e-bike
53825067-ebb0-4f43-a2e9-a88c546c324b,32.093772,34.890465,false,false,9356,2,1683801163,scooter
3f72ba17-4b61-4c35-90db-61cc36b6deba,32.108157,34.890448,false,false,16980,2,1683801163,scooter
bfd4bf35-8a59-4f22-8078-86a774cab9b4,32.108137,34.890446,false,false,7128,2,1683801163,scooter
7fc15efb-61f6-4513-a5f1-e3ed0a544df7,32.086744,34.890097,false,false,9998,2,1683801163,scooter
2e96320b-e155-43fe-80e5-17dc198bf917,32.089813,34.889394,false,false,10878,2,1683801163,scooter
d51b2c0a-5d58-4044-ab38-e65c773540db,32.106826,34.889345,false,false,17246,2,1683801163,scooter
d0e2711a-64b7-4e6b-b25b-4d2cc9a3f9b9,32.092886,34.889183,false,false,4416,2,1683801163,scooter
51a41aea-59de-4509-8f94-b81cfeeb2ed4,32.092905,34.889177,false,false,9782,2,1683801163,scooter
800d8898-bc8c-4f38-b3ff-7109f1258d89,32.092023,34.888648,false,false,3279,2,1683801163,scooter
fbbd0ad8-6965-4cef-8d39-c5ca779359e9,32.082732,34.888378,false,false,12955,2,1683801163,scooter
177e0b09-9566-4bb2-b9e5-ad287f0e44ae,32.072658,34.888322,false,false,11555,2,1683801163,scooter
73ba3f44-fb5a-4826-b31e-297469155d5f,32.107372,34.888315,false,false,2817,2,1683801163,scooter
6f666a96-27fc-497f-aac4-65dcb07b3f46,32.095101,34.888139,false,false,3919,2,1683801163,scooter
ec65445a-afa7-4842-b2ac-33993cf30ebe,32.092258,34.887829,false,false,7716,2,1683801163,scooter
34984398-18fd-4a6f-aa3c-6d3af15b3c23,32.098883,34.887748,false,false,3437,2,1683801163,scooter
84110c6e-9bcd-4b97-a474-56be142ea085,32.082443,34.887651,false,false,12955,2,1683801163,scooter
845558de-55a5-4f75-b8e4-4d9df9aca316,32.087881,34.887487,false,false,8728,2,1683801163,scooter
1d177b18-e663-4044-9c47-a6394e60ca36,32.087193,34.88748,false,false,13921,2,1683801163,scooter
4bb54aba-60f6-43e8-b96d-2e7d03435687,32.091066,34.887386,false,false,18876,2,1683801163,scooter
ad155370-88c1-44f2-a6bc-dc98cfa36b02,32.073801,34.88713,false,false,2079,2,1683801163,scooter
c5c5604f-2fbb-4acf-9352-b67ac9544c31,32.087917,34.887007,false,false,7323,2,1683801163,scooter
b53b91bf-d3e2-44e3-92cc-2125df6a14d0,32.08612,34.886923,false,false,5279,2,1683801163,scooter
f5743779-f970-4867-bb27-89167aed7b2a,32.088115,34.886878,false,false,11328,3,1683801163,e-bike
b37ac527-8add-44c3-bf7f-a648be47e940,32.080428,34.886863,false,false,16193,2,1683801163,scooter
8d66d53a-f5e5-40f7-9659-252dbced4498,32.087892,34.886823,false,false,4416,2,1683801163,scooter
5661b237-8a37-4ee7-84aa-6eaddae022da,32.081409,34.886796,false,false,6369,2,1683801163,scooter
dec03766-2b3d-46ae-ac00-1da80b5ed29e,32.088556,34.886293,false,false,14167,2,1683801163,scooter
08d30a8f-0548-407c-8546-a2d4776a737f,32.08235,34.886244,false,false,16454,2,1683801163,scooter
7dc818c2-2ce6-435b-962b-47116225ee2e,32.08849,34.886188,false,false,5635,2,1683801163,scooter
eb661fd9-8908-4c8f-b280-66f2ba460600,32.086051,34.886109,false,false,15167,3,1683801163,e-bike
0fafcf61-b367-423e-9e25-54e00d3de88d,32.097887,34.886042,false,false,14414,2,1683801163,scooter
a50ed838-204c-4e8f-9b28-4f9a73015207,32.082806,34.88601,false,false,8936,2,1683801163,scooter
40906939-567c-4c25-b74d-7fd2b4908e3b,32.097887,34.885951,false,false,19996,2,1683801163,scooter
0cc4bcd3-b4a1-446b-9779-06edbc635f2e,32.090374,34.885859,false,false,10878,2,1683801163,scooter
447237af-6e89-474b-b4af-b800e0c1b0d9,32.086054,34.885443,false,false,5816,2,1683801163,scooter
c31983c1-5fba-4e58-8c71-d723198c71e3,32.081943,34.885221,false,false,15421,2,1683801163,scooter
d7f9c339-9056-40f7-b262-172b1d1f3787,32.081968,34.885193,false,false,4586,2,1683801163,scooter
80837d82-87fd-4d35-8111-96b38c5fa8e0,32.078628,34.8847,false,false,5103,2,1683801163,scooter
2d017006-fd8e-4160-8a03-62f3895138d1,32.086051,34.884559,false,false,14414,2,1683801163,scooter
40365323-02b6-4dc2-a0d3-9ac029e2f764,32.08603,34.884506,false,false,13194,2,1683801163,scooter
0976749e-191c-44be-bfde-987571786291,32.086002,34.884476,false,false,5103,2,1683801163,scooter
f5422804-5497-42f7-ba91-e8854db6a9c9,32.090899,34.884325,false,false,5456,2,1683801163,scooter
e84cc9db-c443-4d4c-8290-deee0597926c,32.074205,34.884148,false,false,11102,2,1683801163,scooter
67f02024-7505-440d-9856-4ef1709e9536,32.085077,34.884077,false,false,4083,2,1683801163,scooter
7d1f02c8-4eb3-4fd4-ba42-b19b799ee0e1,32.071964,34.883466,false,false,19153,2,1683801163,scooter
e9ad6c67-3b8a-45ca-b657-c192df1aba4c,32.092939,34.883394,false,false,6745,2,1683801163,scooter
ac325173-93d8-4c62-b697-c26e225d5e5d,32.083257,34.883257,false,false,9356,2,1683801163,scooter
24f1a0fa-28e3-4e24-a233-b854ed46978b,32.073152,34.883027,false,false,16716,3,1683801163,e-bike
ad0dde1d-0c80-414a-8fad-cfa41c5ffeff,32.075933,34.882817,false,false,8522,2,1683801163,scooter
9cc2b8fc-6f13-4cd7-9484-2b493e82ed95,32.083884,34.88277,false,false,4756,2,1683801163,scooter
d86c554f-47e7-4460-94e5-ea3623bb975a,32.087627,34.882694,false,false,1796,2,1683801163,scooter
2e4f67e4-4c62-4680-8231-515bd1568968,32.095664,34.882679,false,false,17246,2,1683801163,scooter
992848d8-a7c9-4214-876b-0e5be3e0d118,32.087676,34.882128,false,false,3757,2,1683801163,scooter
0890a11c-03ab-4ffb-982d-508ae23f1a72,32.072736,34.882066,false,false,2817,2,1683801163,scooter
41b5e218-6123-4a28-b60d-04a3ba7a06f7,32.082465,34.881964,false,false,7716,3,1683801163,e-bike
b0e18a11-7f60-447e-8541-b1ed30930a67,32.073382,34.881719,false,false,3279,2,1683801163,scooter
a5a1410a-2fc5-4031-a55e-31f88c797304,32.068039,34.829297,false,false,16193,2,1683801163,scooter
407bf544-9778-45be-aa0c-d46a06d4a0de,32.07197,34.828842,false,false,4416,3,1683801163,e-bike
13844202-a46d-4b70-90fc-a4d596e0592e,32.128284,34.828837,false,false,4249,2,1683801163,scooter
124d9f90-d125-41d9-a6af-0c349d4f22f9,32.071937,34.828832,false,false,18053,2,1683801163,scooter
1c693820-d38b-4427-9de6-f59f0d062e78,32.071879,34.828809,false,false,5456,2,1683801163,scooter
255c363a-3853-467a-926d-1553678bc133,32.071474,34.828807,false,false,5635,2,1683801163,scooter
09ddffd9-6473-4b31-8bdc-4c5b891ca2cd,32.071469,34.828803,false,false,6556,2,1683801163,scooter
f12a770e-d811-44cd-a10c-5e4d28851cca,32.071483,34.828728,false,false,5999,2,1683801163,scooter
000e36e3-dc1d-43d2-a615-08622795199c,32.06502,34.828719,false,false,7518,3,1683801163,e-bike
d64d40a4-72d0-43a3-ad09-61679fd7ea35,32.070804,34.828605,false,false,3596,2,1683801163,scooter
4ed09fe0-d5f1-4c6a-acd0-361a6f1bfdf2,32.125318,34.828592,false,false,3123,2,1683801163,scooter
61c64895-6f65-48c6-9b75-8a8461f905f1,32.070063,34.828512,false,false,16193,2,1683801163,scooter
7cd25acb-b701-45b7-9e23-614c60d52774,32.095459,34.828492,false,false,4929,2,1683801163,scooter
2f76c233-47fe-4dd1-8989-32f977e15b77,32.122959,34.828287,false,false,4249,2,1683801163,scooter
7248adc4-39de-4fe4-b406-20447404a583,32.098662,34.828283,false,false,9145,2,1683801163,scooter
fc9ee168-c95e-4abb-a29c-7224dbd116ea,32.098624,34.828275,false,false,3757,2,1683801163,scooter
5a405d2b-f89f-42d2-84b2-ef3ed7140934,32.098575,34.828249,false,false,11102,3,1683801163,e-bike
7f7df63d-1672-48d5-babe-d7b011e10743,32.12106,34.82808,false,false,17246,2,1683801163,scooter
1c32092c-abb5-4e68-9f6c-0d8eeb2305da,32.074341,34.828017,false,false,19713,2,1683801163,scooter
867e5177-6f32-4f65-a6e8-8df3b1aa286e,32.052316,34.827978,false,false,4249,2,1683801163,scooter
2ee30685-720c-42f3-8787-cb8ea675789f,32.052343,34.827849,false,false,19713,2,1683801163,scooter
ff1691e8-1c3b-4bd9-851a-5e7ba7293c94,32.052358,34.827843,false,false,8936,2,1683801163,scooter
17af93a6-96ba-4ca1-8a3c-0bfebbc075d2,32.052315,34.827826,false,false,6936,2,1683801163,scooter
74b028ea-0fe0-4280-af72-c144054bbeb2,32.072822,34.827704,false,false,12015,2,1683801163,scooter
7891f61c-e8ce-4105-85d1-f851e2546561,32.103403,34.827627,false,false,18326,2,1683801163,scooter
12651d19-2073-44ec-b636-602d45ae9062,32.062177,34.827624,false,false,9356,2,1683801163,scooter
d47c8082-e837-46d3-a2a6-3f30fe9643c6,32.124328,34.827602,false,false,8116,2,1683801163,scooter
ec73cb44-23ea-48e1-a9c4-f6137546eb91,32.052671,34.827445,false,false,11328,3,1683801163,e-bike
244838ce-5775-4921-9c6a-40cbc829a5f7,32.097603,34.827288,false,false,14914,2,1683801163,scooter
349b1654-34e9-4be4-bc48-5402fbbeeee4,32.126803,34.827241,false,false,18876,2,1683801163,scooter
e752e89f-3fc3-4209-8706-bee71048cde8,32.098807,34.82711,false,false,17514,2,1683801163,scooter
4f13f298-b5a4-47a2-922e-223d4818d902,32.05812,34.826981,false,false,14664,2,1683801163,scooter
489cc873-467d-4b1e-97d0-97827c732aa7,32.056055,34.826847,false,false,4249,2,1683801163,scooter
449c18cf-9136-4189-9407-291e1cab7a13,32.056067,34.826835,false,false,4929,2,1683801163,scooter
73b60161-5e91-447e-9390-4aeb554f6ac8,32.123245,34.826438,false,false,4586,2,1683801163,scooter
1133468d-a6de-4525-b188-b0f0ec630802,32.052545,34.826268,false,false,7518,2,1683801163,scooter
c6d13554-5258-46e5-a808-adfe9081708b,32.098617,34.826245,false,false,12247,2,1683801163,scooter
d683d494-152f-48ba-adc3-09d8042afded,32.12435,34.825959,false,false,3123,2,1683801163,scooter
1694200f-7d2f-4f66-892d-6cf32138baa2,32.099586,34.825765,false,false,18600,2,1683801163,scooter
819eb48e-98bb-4dac-9d08-b2e373591ca7,32.123463,34.825681,false,false,3596,2,1683801163,scooter
e9e2e0ef-777d-4882-9d84-7cc3a3a513e8,32.094866,34.825639,false,false,12247,2,1683801163,scooter
7ec732a1-8f43-4e69-a1fb-d0e08bb7bd77,32.078338,34.825605,false,false,12717,2,1683801163,scooter
6aec7bd0-aaef-4825-908c-f7fefe5e7e10,32.0822,34.825486,false,false,19713,2,1683801163,scooter
ad053746-f40d-40ea-bc05-87a534d082df,32.092374,34.825269,false,false,6745,2,1683801163,scooter
4b830e05-4d01-4367-a175-794923605fb5,32.093195,34.825262,false,false,11102,2,1683801163,scooter
7f2dd9ac-b79b-4807-a8f5-f7f1254c0eac,32.093202,34.825162,false,false,4416,2,1683801163,scooter
45072a55-29ad-448e-938a-025dfec6b022,32.093994,34.825108,false,false,8116,2,1683801163,scooter
9d1b72fd-913b-455c-ad22-56a705722eea,32.093137,34.8251,false,false,7323,2,1683801163,scooter
def11fe4-1d28-48f6-8032-00532cbfb401,32.091531,34.824927,false,false,4929,2,1683801163,scooter
9fd8260d-f1a3-4864-8c5f-518b709bda41,32.091534,34.82488,false,false,19713,2,1683801163,scooter
5ddd5485-5887-4e98-96d9-ff0dc2750113,32.108745,34.824771,false,false,12247,2,1683801163,scooter
7961f2a4-31b4-4518-8d02-54a71a008cc5,32.094675,34.824619,false,false,4929,2,1683801163,scooter
792a8e74-12be-430e-ac86-5808f354190e,32.09117,34.824514,false,false,15677,2,1683801163,scooter
db726fc6-a420-47dd-b6e1-f655c0e7ba91,32.094504,34.824392,false,false,18876,2,1683801163,scooter
bcc90baf-b183-4b9a-be2b-f831adc94bfc,32.108061,34.824211,false,false,7323,2,1683801163,scooter
f6c074be-b587-4452-b419-dba7ed66121a,32.10806,34.82417,false,false,3757,2,1683801163,scooter
b9414157-9178-4e97-bc06-7a4c0238e7b7,32.094066,34.824025,false,false,19713,2,1683801163,scooter
a0e9ae84-28a8-41aa-aa85-885d8a49918a,32.10716,34.824008,false,false,9356,2,1683801163,scooter
d0afc4c6-f1c3-4f96-91b0-d14d2c2617f3,32.092795,34.824,false,false,14914,2,1683801163,scooter
a873f289-d7f3-4fe3-9c37-f34589e4d52c,32.093895,34.823927,false,false,19713,2,1683801163,scooter
25e71aef-a1cc-4a9d-916f-75a768693716,32.092904,34.823761,false,false,10878,2,1683801163,scooter
cd952137-917e-43c4-af97-b868fe2779f5,32.119258,34.823719,false,false,14167,2,1683801163,scooter
10872884-48fe-4d2a-b8c0-cac49b9c109a,32.120614,34.823599,false,false,6369,2,1683801163,scooter
d0b9b9c5-3a4c-4ed9-8163-a4917d6809f0,32.097419,34.823546,false,false,7716,2,1683801163,scooter
e19ca7ef-45f8-4095-8cb8-9f7bfc9a0878,32.093959,34.823544,false,false,16716,2,1683801163,scooter
dd450b98-8e7b-44e1-bd02-1be93e98f4ad,32.093161,34.823457,false,false,5279,2,1683801163,scooter
5892b140-5a6f-43f0-931b-b781504d84e6,32.092943,34.823432,false,false,17783,2,1683801163,scooter
2398795d-ce1c-41a7-a38d-27efc5554ecb,32.093202,34.823364,false,false,19996,2,1683801163,scooter
fb7a3452-c25c-4869-b427-1b3713860ca6,32.089374,34.823353,false,false,16454,2,1683801163,scooter
2c0f6c5e-2c86-4fd2-a9c7-0a6300a87522,32.096612,34.823222,false,false,12717,2,1683801163,scooter
264604c3-1dc1-43e2-907e-8174153bd02e,32.092806,34.823205,false,false,18876,2,1683801163,scooter
91c1de00-f0f8-4a82-a127-15e036706581,32.073462,34.822942,false,false,10215,2,1683801163,scooter
5b526d3b-b9c1-4579-a9b6-8dd72864f984,32.092858,34.822896,false,false,4249,2,1683801163,scooter
7912d663-f348-4148-9964-9f044d964d9b,32.095228,34.822893,false,false,13435,2,1683801163,scooter
