hexbin,value
881f1d6a47fffff,100
881f1d631dfffff,31
881f1d6309fffff,7
881f1d6e45fffff,34
881f1d6a37fffff,366
881f1d6a21fffff,87
881f1d6a1bfffff,74
881f1d6a19fffff,3
881f1d6a17fffff,59
881f1d6a15fffff,98
881f1d6a11fffff,186
881f1d6a07fffff,64
881f1d68d7fffff,3
881f1d68cdfffff,2
881f1d68c5fffff,5
881f1d68b9fffff,184
881f1d68adfffff,7
881f1d6883fffff,108
881f1d6881fffff,1
881f1d686bfffff,115
881f1d6869fffff,112
881f1d6303fffff,291
881f1d62a7fffff,2
881f1d62a3fffff,1
881f1d61e7fffff,1
881f1d61e5fffff,16
881f1d6e29fffff,488
881f1d6e27fffff,11
881f1d6e05fffff,335
881f1d6d5dfffff,127
881f1d6d55fffff,3
881f1d6d1dfffff,4
881f1d6d15fffff,77
881f1d6851fffff,6
881f1d6847fffff,83
881f1d6845fffff,46
881f1d6843fffff,128
881f1d681bfffff,65
881f1d6813fffff,16
881f1d680bfffff,30
881f1d6809fffff,522
881f1d61e3fffff,13
881f1d61d9fffff,43
881f1d61d3fffff,329
881f1d61a1fffff,5
881f1d6191fffff,3
881f1d618dfffff,8
881f1d616bfffff,4
881f1d6169fffff,2
881f1d6167fffff,458
881f1d6157fffff,71
881f1d6141fffff,868
881f1d6139fffff,20
881f1d6131fffff,1
881f1d612dfffff,176
881f1d612bfffff,25
881f1d6127fffff,84
881f1d6125fffff,10
881f1d6123fffff,25
881f1d6121fffff,189
881f1d611dfffff,142
881f1d611bfffff,29
881f1d6115fffff,4
881f1d6107fffff,16
881f1d60e7fffff,12
881f1d60ddfffff,39
881f1d60cdfffff,1
881f1d60c7fffff,14
881f1d60c5fffff,7
881f1d60bdfffff,51
881f1d60adfffff,1
881f1d60a5fffff,33
881f1d608dfffff,10
881f1d6065fffff,103
881f1d6053fffff,14
881f1d604bfffff,190
881f18c4d9fffff,8
881f18155dfffff,1
881f18143dfffff,80
881f181423fffff,3
881f18132bfffff,120
881f18c6b7fffff,194
881f1810d5fffff,6
881f18106dfffff,11
881f18101dfffff,94
881f181735fffff,6
881f181723fffff,68
881f1d4db1fffff,1615
881f1d4da3fffff,4500
881f1d7997fffff,232
881f1d4d9dfffff,5282
881f1d4d97fffff,282
881f1d798bfffff,2
881f1d7981fffff,177
881f1d4d8dfffff,1905
881f1d4d8bfffff,4129
881f1d7967fffff,764
881f1d4d87fffff,8089
881f1d4d85fffff,3355
881f1d7963fffff,1035
881f1d4d83fffff,6525
881f1d4d6dfffff,6414
881f1d4d6bfffff,7679
881f18b76dfffff,1782
881f1d4d67fffff,7481
881f1d7955fffff,220
881f18b763fffff,2340
881f18b761fffff,1446
881f1d4d5dfffff,2459
881f18b75bfffff,1629
881f1d4d59fffff,1936
881f1d7947fffff,270
881f18b757fffff,2022
881f1d4d57fffff,6946
881f1d7941fffff,133
881f1d4d53fffff,8349
881f18b74bfffff,2070
881f18b749fffff,947
881f1d4d4bfffff,2421
881f18b745fffff,623
881f1d4d49fffff,1168
881f1d7933fffff,379
881f1d7931fffff,292
881f1d4d43fffff,3505
881f1d792bfffff,1336
881f18b735fffff,2693
881f1d7927fffff,196
881f18b729fffff,2346
881f1d4d35fffff,400
881f1d7919fffff,481
881f1d4d31fffff,1473
881f18b71dfffff,2622
881f18b719fffff,1259
881f1d7913fffff,878
881f1d4d29fffff,5581
881f18b715fffff,2170
881f1d7911fffff,645
881f18b713fffff,4486
881f1d4d23fffff,918
881f18b70bfffff,2905
881f1d7909fffff,524
881f1d7907fffff,1083
881f1d78ebfffff,91
881f1d4d11fffff,6239
881f18b6ddfffff,49
881f1d4d0bfffff,11729
881f1d4d09fffff,12864
881f1d78ddfffff,965
881f18b6d7fffff,22
881f1d78d9fffff,1538
881f18b6d5fffff,92
881f1d4d05fffff,11210
881f18b6d3fffff,241
881f1d4d01fffff,13704
881f18b6cbfffff,135
881f18b6c7fffff,466
881f1d4ce9fffff,2916
881f18b6c5fffff,92
881f1d4ce7fffff,2456
881f1d78bdfffff,5
881f1d4ce1fffff,2897
881f1d78b9fffff,7
881f18b6a3fffff,1099
881f1d4cd1fffff,255
881f1d78a5fffff,374
881f18b69dfffff,38
881f1d4ccdfffff,463
881f1d789dfffff,164
881f18b691fffff,346
881f1d788bfffff,642
881f1d4cbdfffff,1726
881f18b68bfffff,29
881f1d4cbbfffff,1379
881f18b687fffff,461
881f18b683fffff,22
881f18b681fffff,138
881f1d7869fffff,30
881f1d7867fffff,4
881f18b665fffff,1499
881f1d7865fffff,67
881f18b663fffff,2151
881f18b65dfffff,601
881f1d4ca7fffff,1653
881f1d7861fffff,5
881f1d4ca1fffff,1557
881f18b64dfffff,1424
881f18b649fffff,1675
881f18b647fffff,1619
881f18b643fffff,313
881f18b641fffff,1230
881f1d7835fffff,447
881f1d782bfffff,473
881f18b627fffff,270
881f1d4c69fffff,2785
881f18b617fffff,6
881f18b615fffff,364
881f1d7817fffff,15
881f18b60bfffff,76
881f1d4c5bfffff,2934
881f18b601fffff,8
881f18b5e9fffff,135
881f1d4c55fffff,321
881f1d7759fffff,1
881f18b5dbfffff,6
881f1d7743fffff,1
881f1d773bfffff,2
881f1d4c43fffff,1565
881f18b5c7fffff,18
881f1d7733fffff,174
881f18b5bbfffff,26
881f1d4c3bfffff,4991
881f18b5b9fffff,504
881f18b5b5fffff,151
881f1d7723fffff,14
881f1d4c37fffff,7307
881f1d7721fffff,101
881f1d4c35fffff,3949
881f1d4c2dfffff,4557
881f18b59dfffff,906
881f1d7707fffff,19
881f18b59bfffff,49
881f1d7703fffff,99
881f18b599fffff,645
881f1d7701fffff,2
881f18b589fffff,18
881f1d4c19fffff,1854
881f18b583fffff,111
881f1d4c17fffff,4821
881f1d4c15fffff,2015
881f18b56bfffff,4175
881f1d4c13fffff,2335
881f18b569fffff,2017
881f18b567fffff,2761
881f1d4c0dfffff,6204
881f18b563fffff,5339
881f18b55dfffff,382
881f1d4c07fffff,2085
881f18b555fffff,376
881f18b545fffff,1799
881f18b531fffff,618
881f18b527fffff,99
881f18b513fffff,6
881f1d7669fffff,441
881f1d7663fffff,93
881f18b501fffff,205
881f18b4edfffff,2053
881f18b4e1fffff,1194
881f18b4ddfffff,607
881f18b4cdfffff,112
881f18b4c7fffff,198
881f1d762dfffff,51
881f1d7629fffff,36
881f18b4c3fffff,1303
881f1d7623fffff,14
881f1d7621fffff,1
881f18b4bbfffff,66
881f18b4abfffff,1031
881f18b4a1fffff,17
881f18b493fffff,162
881f18b48bfffff,387
881f18b487fffff,1159
881f18b46dfffff,5
881f19c361fffff,182
881f19c347fffff,88
881f19c337fffff,23
881f19c335fffff,34
881f19c327fffff,27
881f19c319fffff,30
881f19c267fffff,5
881f19c261fffff,14
881f19c16bfffff,1
881f19c163fffff,1
881f19c14bfffff,3
881f19c137fffff,127
881f19c10dfffff,26
881f19c109fffff,49
881f19c06dfffff,6
881f1c3097fffff,118
881f1c3095fffff,95
881f1c276dfffff,1
881f1c2765fffff,67
881f1c22dbfffff,10
881f1c22cdfffff,57
881f1c22b7fffff,11
881f1c22a5fffff,143
881f1c229dfffff,6
881f1c2285fffff,30
881f1c2281fffff,53
881f1c225dfffff,57
881f1c225bfffff,93
881f1c2257fffff,40
881f1c223bfffff,8
881f1c2239fffff,65
881f1c221dfffff,58
881f1c221bfffff,92
881f1c2219fffff,201
881f1c2213fffff,23
881f1c2211fffff,92
881f1c2203fffff,46
881f1c21d3fffff,37
881f1c21c3fffff,79
881f1c20d1fffff,40
881f1c20cbfffff,52
881f1c20adfffff,14
881f1c20abfffff,139
881f1c206bfffff,1
881f1c2057fffff,86
881f1c2055fffff,22
881f1c2053fffff,6
881f1c2051fffff,173
881f1c204bfffff,49
881f1c2043fffff,107
881f1c2039fffff,30
881f1c201bfffff,66
881f1c2019fffff,73
881f1c2009fffff,22
881f1c3737fffff,4
881f1c3727fffff,20
881f1c3725fffff,2
881f1c35cbfffff,27
881f1c35a5fffff,15
881f1c35a3fffff,4
881f1c35a1fffff,3
881f1c356bfffff,19
881f1c3557fffff,10
881f1c3547fffff,196
881f1c3543fffff,2
881f1c352dfffff,55
881f1c351bfffff,52
881f1c3519fffff,114
881f1c3435fffff,143
881f1c342bfffff,220
881f1c3429fffff,281
881f1c3425fffff,251
881f1c3421fffff,63
881f1885edfffff,9
881f1885e5fffff,18
881f1885dbfffff,1059
881f1885d7fffff,141
881f1885d5fffff,572
881f1885c5fffff,76
881f1885c3fffff,118
881f1885c1fffff,146
881f1885bdfffff,451
881f1885b7fffff,24
881f1885b5fffff,16
881f1885b3fffff,545
881f1885b1fffff,268
881f1885abfffff,76
881f1885a5fffff,67
881f188589fffff,435
881f188581fffff,76
881f18856bfffff,631
881f188569fffff,1
881f188561fffff,1
881f188557fffff,2743
881f188555fffff,2892
881f188547fffff,2742
881f18853bfffff,2475
881f188539fffff,1304
881f188537fffff,27
881f188531fffff,193
881f18852dfffff,28
881f18852bfffff,476
881f188527fffff,106
881f188523fffff,857
881f18851dfffff,2188
881f18835bfffff,29
881f188357fffff,9
881f188345fffff,95
881f188339fffff,42
881f188337fffff,28
881f188333fffff,161
881f18832bfffff,14
881f18831dfffff,19
881f18831bfffff,242
881f188311fffff,187
881f18830dfffff,162
881f1882e1fffff,743
881f188263fffff,18
881f188261fffff,81
881f18822dfffff,265
881f188229fffff,183
881f188225fffff,6
881f1881edfffff,413
881f1881d7fffff,108
881f1881cdfffff,651
881f1881cbfffff,614
881f1881c7fffff,81
881f1881c5fffff,52
881f1881c3fffff,94
881f1881a9fffff,67
881f1881a7fffff,238
881f1881a5fffff,162
881f1881a1fffff,420
881f188197fffff,592
881f188195fffff,140
881f188193fffff,553
881f18818dfffff,81
881f188185fffff,3
881f188181fffff,49
881f18816bfffff,52
881f188169fffff,62
881f188159fffff,81
881f188157fffff,16
881f188155fffff,16
881f18814bfffff,47
881f188139fffff,85
881f188131fffff,57
881f18812bfffff,305
881f188121fffff,40
881f18811dfffff,36
881f188119fffff,97
881f188117fffff,111
881f188113fffff,562
881f188109fffff,44
881f188107fffff,11
881f188103fffff,7
881f1880b3fffff,16
881f1880a5fffff,216
881f1880a3fffff,235
881f18989bfffff,1
881f189891fffff,5
881f18bb65fffff,38
881f18bb63fffff,26
881f18bb55fffff,37
881f18bb41fffff,19
881f18bb3dfffff,86
881f18bb29fffff,16
881f18bb25fffff,37
881f18bb0dfffff,18
881f18bb09fffff,221
881f18bb03fffff,295
881f18bb01fffff,9
881f188ec9fffff,984
881f188ec3fffff,102
881f188ebbfffff,10
881f188eb9fffff,6
881f188eb1fffff,20
881f188ea9fffff,88
881f188ea5fffff,34
881f188e9dfffff,15
881f188e9bfffff,244
881f188e99fffff,310
881f188e97fffff,4
881f188e93fffff,59
881f188e8dfffff,19
881f188e89fffff,300
881f188e87fffff,436
881f188e85fffff,80
881f188e5dfffff,11
881f188e59fffff,53
881f188e51fffff,112
881f188e45fffff,82
881f188e41fffff,277
881f188e3dfffff,371
881f188e3bfffff,262
881f188e35fffff,16
881f188e29fffff,61
881f188e25fffff,228
881f188e21fffff,686
881f188e1dfffff,576
881f188e1bfffff,11
881f188e17fffff,294
881f188e0bfffff,125
881f188e07fffff,304
881f188e01fffff,16
881f188859fffff,176
881f188cdbfffff,33
881f188cd7fffff,97
881f188cd3fffff,370
881f188cd1fffff,109
881f188cc7fffff,4
881f188cc5fffff,55
881f188c9bfffff,11
881f188c63fffff,5
881f188c61fffff,187
881f188c5dfffff,80
881f188c59fffff,13
881f188c57fffff,21
881f188c51fffff,72
881f188c4dfffff,181
881f188c49fffff,105
881f188c45fffff,241
881f188c41fffff,25
881f188c15fffff,1
881f188c09fffff,42
881f188c01fffff,24
881f188ae7fffff,4
881f188ae5fffff,68
881f188ae3fffff,39
881f188acdfffff,11
881f188ac9fffff,2
881f188ac1fffff,10
881f188abdfffff,140
881f188abbfffff,3
881f188ab9fffff,54
881f188ab7fffff,96
881f188ab1fffff,56
881f188aadfffff,8
881f188aabfffff,40
881f188aa3fffff,306
881f188aa1fffff,7
881f188a99fffff,23
881f188a95fffff,1
881f188a91fffff,18
881f188a87fffff,22
881f188a53fffff,23
881f188a17fffff,4
881f188a13fffff,11
881f1891b1fffff,28
881f188f5dfffff,27
881f188f49fffff,109
881f188f45fffff,38
881f188f3bfffff,5
881f188f39fffff,126
881f188f2bfffff,5
881f188f1bfffff,19
881f188f17fffff,247
881f188f13fffff,183
881f188ee7fffff,34
881f188ee3fffff,4
881f188ee1fffff,16
881f188ed7fffff,133
881f188ed5fffff,22
881f1886e5fffff,188
881f1886e3fffff,1033
881f1886ddfffff,38
881f1886dbfffff,72
881f1886d7fffff,820
881f1886d5fffff,7
881f1886cbfffff,15
881f1886c3fffff,21
881f1886bdfffff,3177
881f1886b5fffff,3887
881f1886b3fffff,5109
881f1886adfffff,3528
881f1886abfffff,3408
881f1886a9fffff,3618
881f1886a7fffff,3513
881f1886a5fffff,1139
881f1886a3fffff,2899
881f188697fffff,4420
881f188695fffff,4187
881f188691fffff,4083
881f188683fffff,1895
881f18863bfffff,262
881f188633fffff,405
881f188619fffff,591
881f188611fffff,68
881f1884edfffff,933
881f1884e9fffff,920
881f1884e7fffff,223
881f1884e1fffff,538
881f1884ddfffff,4412
881f1884d9fffff,4389
881f1884d7fffff,1224
881f1884d5fffff,4000
881f1884d3fffff,948
881f1884d1fffff,2442
881f1884cdfffff,2146
881f1884cbfffff,2698
881f1884c9fffff,3310
881f1884c5fffff,1920
881f1884c1fffff,1496
881f1884b5fffff,568
881f1884b1fffff,133
881f1884abfffff,596
881f1884a3fffff,733
881f18849dfffff,1367
881f188497fffff,1274
881f188493fffff,1318
881f18848dfffff,1045
881f188481fffff,432
881f18845bfffff,2201
881f188459fffff,645
881f188451fffff,1573
881f18843dfffff,3
881f18843bfffff,792
881f188437fffff,652
881f188435fffff,14
881f18841bfffff,1483
881f188415fffff,764
881f18840bfffff,15
881f18b369fffff,3775
881f18b367fffff,5012
881f18b363fffff,4269
881f18b361fffff,4967
881f18b359fffff,4689
881f18b357fffff,3259
881f18b353fffff,2570
881f18b34bfffff,2345
881f18b347fffff,4052
881f18b341fffff,2547
881f18b329fffff,2801
881f18b327fffff,1011
881f18b325fffff,2573
881f18b323fffff,3445
881f18b319fffff,3071
881f18b315fffff,2300
881f18b313fffff,5646
881f18b311fffff,4060
881f18b30dfffff,2390
881f18b309fffff,1925
881f1d49ebfffff,4062
881f1d49e9fffff,2565
881f1d49ddfffff,8360
881f1d49dbfffff,4144
881f18b26bfffff,4488
881f1d49d7fffff,7222
881f18b265fffff,6524
881f18b261fffff,3991
881f1d49d3fffff,5026
881f18b25dfffff,11309
881f1d49d1fffff,8535
881f1d49c9fffff,4616
881f1d49c7fffff,4544
881f18b24bfffff,13037
881f18b247fffff,4398
881f1d49bdfffff,6442
881f18b243fffff,17013
881f18b241fffff,10617
881f1d49bbfffff,6226
881f1d49b9fffff,6026
881f18b235fffff,4724
881f1d49adfffff,2569
881f18b229fffff,4895
881f18b227fffff,6009
881f18b225fffff,2533
881f18b223fffff,3774
881f1d49a7fffff,2876
881f18b221fffff,4515
881f1d49a3fffff,3379
881f1d4997fffff,4135
881f18b209fffff,1475
881f18b207fffff,2325
881f18b205fffff,5529
881f1d4991fffff,6470
881f18b201fffff,82
881f1d4989fffff,6042
881f1d4987fffff,6236
881f1d4985fffff,6637
881f1d4983fffff,6627
881f1d496bfffff,144
881f1d4967fffff,1290
881f1d4963fffff,216
881f1d4957fffff,5180
881f1d4953fffff,2585
881f1d4951fffff,1754
881f1d4941fffff,2321
881f1d4939fffff,21
881f1d4937fffff,143
881f1d4929fffff,1
881f1d4925fffff,153
881f1d4923fffff,21
881f18b15dfffff,3353
881f1d4917fffff,1764
881f18b15bfffff,2697
881f1d4915fffff,790
881f18b151fffff,1665
881f18b14dfffff,20
881f18b14bfffff,141
881f1d4909fffff,1334
881f1d4905fffff,41
881f1d4901fffff,123
881f1d48e7fffff,3302
881f18b119fffff,4289
881f18b113fffff,5619
881f18b10dfffff,43
881f18b109fffff,8
881f1d48bdfffff,9336
881f1d48bbfffff,5730
881f1d48b9fffff,14306
881f1d48b1fffff,16099
881f1d48adfffff,6603
881f1d48a9fffff,1272
881f1d48a7fffff,4705
881f1d48a5fffff,5284
881f18b06bfffff,4841
881f18b069fffff,4841
881f18b061fffff,4579
881f18b04dfffff,4353
881f18b047fffff,5429
881f18b027fffff,5647
881f1d4835fffff,7376
881f18b00dfffff,4896
881f1d4827fffff,5232
881f1c2755fffff,19
881f1c2753fffff,10
881f1c274bfffff,2
881f1c271bfffff,3
881f1c2719fffff,5
881f1c2711fffff,2
881f1c270bfffff,11
881f1c26edfffff,76
881f1c26e9fffff,336
881f1c26e5fffff,9
881f1c26cdfffff,79
881f1c26c7fffff,27
881f1c26c5fffff,86
881f1c26b9fffff,28
881f1c2691fffff,87
881f1c268dfffff,7
881f1c268bfffff,5
881f1c2689fffff,20
881f1c2687fffff,10
881f1c2657fffff,93
881f1c264dfffff,42
881f1c263bfffff,14
881f1c2637fffff,15
881f1c2635fffff,11
881f1c261dfffff,367
881f1c261bfffff,5
881f1c2619fffff,133
881f1c2613fffff,208
881f1c2611fffff,81
881f1c260dfffff,1
881f1c2609fffff,35
881f1c2601fffff,17
881f1c25ddfffff,29
881f1c25c9fffff,130
881f1c25c3fffff,5
881f1c259dfffff,54
881f1c2599fffff,294
881f1c258bfffff,221
881f1c2563fffff,10
881f1c255dfffff,46
881f1c2519fffff,56
881f1c250bfffff,344
881f1c2505fffff,104
881f1c24edfffff,62
881f1c24ebfffff,13
881f1c24e7fffff,287
881f1c24e5fffff,209
881f1c24e3fffff,387
881f1c24d1fffff,8
881f1c24bbfffff,5
881f1c24b7fffff,115
881f1c24b5fffff,162
881f1c24abfffff,73
881f1c24a5fffff,116
881f1c2497fffff,57
881f1c2493fffff,95
881f1c248dfffff,15
881f1c2485fffff,12
881f1c2481fffff,25
881f1c2461fffff,6
881f1c245bfffff,9
881f1c2457fffff,239
881f1c2451fffff,17
881f1c2443fffff,9
881f1c243bfffff,31
881f1c2439fffff,140
881f1c2433fffff,50
881f1c2429fffff,49
881f1c2425fffff,64
881f1c2419fffff,82
881f1c2415fffff,33
881f1c2407fffff,1
881f1c2403fffff,412
881f1dc9d7fffff,369
881f1dc9d1fffff,320
881f1d5a55fffff,25
881f1d5a53fffff,38
881f1dc9a3fffff,69
881f1d5a51fffff,412
881f1d5a4dfffff,304
881f1dc999fffff,6
881f1dc995fffff,2
881f1d5a45fffff,90
881f1dc989fffff,24
881f1dc981fffff,30
881f1dc929fffff,4
881f1d5125fffff,46
881f1d5109fffff,132
881f1c35b3fffff,11
881f1c359bfffff,1
881f1c34e7fffff,13
881f1c34e1fffff,6
881f1c34b1fffff,26
881f1c34a7fffff,1
881f1c3483fffff,53
881f1d536bfffff,25
881f1d5369fffff,10
881f1d5345fffff,31
881f1d5343fffff,4
881f1d5339fffff,30
881f1d5263fffff,23
881f1d5229fffff,179
881f1d495bfffff,2206
881f1d4b59fffff,1153
881f1d4b57fffff,2652
881f1d4b51fffff,3366
881f1d4b47fffff,1016
881f1d4b3dfffff,2558
881f1d4b37fffff,1723
881f1d4b33fffff,3142
881f1d4b31fffff,3718
881f1d4b27fffff,1953
881f1d4b23fffff,3545
881f1d4b1dfffff,1312
881f1d4b19fffff,2183
881f1d4b17fffff,1889
881f1d4b13fffff,1312
881f1d4b0bfffff,3841
881f1d4b09fffff,2284
881f1d4b07fffff,2530
881f1d4b05fffff,3243
881f1d4aedfffff,2747
881f1d4aebfffff,4292
881f1d4ae9fffff,3156
881f1d4ae7fffff,3743
881f1d4ae5fffff,2459
881f1d4ae3fffff,4469
881f1d4addfffff,5317
881f1d4adbfffff,3121
881f1d4ad9fffff,3417
881f1d4ad5fffff,4365
881f1d4ad1fffff,4261
881f1d4acdfffff,2654
881f1d4ac9fffff,2002
881f1d4ac7fffff,3296
881f1d4ac5fffff,3240
881f1d4ac1fffff,3027
881f1d4abbfffff,9089
881f1d4ab5fffff,6489
881f1d4ab3fffff,8159
881f1d4aa9fffff,1807
881f1d4aa5fffff,1841
881f1d4aa3fffff,816
881f1d4aa1fffff,1081
881f1d4a97fffff,1888
881f1d4a93fffff,4757
881f1d4a91fffff,2261
881f1d4a8dfffff,4060
881f1d4a8bfffff,2998
881f1d4a83fffff,2998
881f1d4a6bfffff,578
881f1d4a69fffff,1843
881f1d4a63fffff,493
881f1d4a61fffff,3725
881f1d4a5bfffff,1741
881f1d4a53fffff,1481
881f1d4a51fffff,9
881f1d4a3dfffff,1770
881f1d4a37fffff,167
881f1d4a33fffff,1154
881f1d4a2bfffff,94
881f1d4a29fffff,130
881f1d4a25fffff,1062
881f1d4a1dfffff,3538
881f1d4a1bfffff,2253
881f1d4a15fffff,4581
881f1d4a13fffff,1350
881f1d4a0dfffff,18
881f1d4a09fffff,46
881f1d4a07fffff,559
881f1d4a01fffff,131
881f1d48edfffff,5150
881f1d48ebfffff,12770
881f1d48e3fffff,6679
881f1d48ddfffff,4819
881f1d48d7fffff,7608
881f1d48d5fffff,3852
881f1d48d3fffff,8235
881f1d48cdfffff,5977
881f1d48cbfffff,5636
881f1d48c1fffff,2561
881f1d489dfffff,12258
881f1d59d7fffff,1004
881f1d59d5fffff,125
881f1d59d3fffff,1258
881f1d59d1fffff,55
881f1d59bbfffff,14
881f1d59b7fffff,274
881f1d59b3fffff,94
881f1d599dfffff,720
881f1d5997fffff,2
881f1d5991fffff,623
881f1d598bfffff,83
881f1d5989fffff,185
881f1d58b7fffff,12
881f1d58a7fffff,2793
881f1d58a5fffff,2337
881f18969bfffff,499
881f1d489bfffff,3028
881f1d4895fffff,6242
881f1d4891fffff,8178
881f1d488dfffff,6319
881f1d488bfffff,9449
881f1d4889fffff,4876
881f1d4885fffff,3510
881f189693fffff,2179
881f1894dbfffff,3568
881f1d486bfffff,4029
881f1d4867fffff,3939
881f1d4f6bfffff,4374
881f1d4f45fffff,3523
881f1d485dfffff,1136
881f1d4857fffff,5508
881f1d4853fffff,3643
881f1d4851fffff,977
881f1d484dfffff,1248
881f1d484bfffff,522
881f1d4847fffff,1564
881f1d4845fffff,2457
881f1d483dfffff,4688
881f1d483bfffff,7160
881f1d4839fffff,5416
881f1d4833fffff,4821
881f1d4831fffff,6093
881f1d482bfffff,3898
881f1d4829fffff,6852
881f1d481bfffff,1006
881f1d4819fffff,4452
881f1d4817fffff,12978
881f1d4815fffff,5119
881f1d480dfffff,4259
881f1d480bfffff,3149
881f1d41edfffff,890
881f1d41e9fffff,804
881f1d41e7fffff,2775
881f1d41e5fffff,2262
881f1d41e3fffff,93
881f1d4807fffff,2184
881f1d4805fffff,2753
881f1d41a9fffff,3804
881f1d41a3fffff,5271
881f1d41a1fffff,4149
881f1d4185fffff,1878
881f1d4167fffff,2282
881f1d413dfffff,2849
881f1d4137fffff,2979
881f1d4135fffff,2505
881f1d4127fffff,1555
881f1d4125fffff,1974
881f1d4121fffff,1788
881f1d4107fffff,1592
881f1c2259fffff,40
881f1c2255fffff,4
881f1c2253fffff,387
881f1c2251fffff,404
881f1c2223fffff,1
881f1c2201fffff,13
881f1c21edfffff,6
881f1c21ddfffff,98
881f1c21d5fffff,10
881f1c21c9fffff,47
881f1c21c7fffff,3
881f1c21c5fffff,2
881f1c205dfffff,46
881f1c203bfffff,14
881f1c2027fffff,101
881f1c2021fffff,4
881f1c201dfffff,3
881f188419fffff,1423
881f188413fffff,1965
881f188407fffff,337
881f188403fffff,216
881f188401fffff,103
881f18b36dfffff,3963
881f18b365fffff,5431
881f1d49edfffff,1415
881f1d49e7fffff,3067
881f1d49e5fffff,513
881f1d49cdfffff,1682
881f1d49a9fffff,3775
881f1d49a5fffff,3026
881f1d4961fffff,2025
881f1d4955fffff,1836
881f1d494dfffff,3567
881f1d4947fffff,1045
881f1d4945fffff,3005
881f1d4943fffff,1016
881f1d4933fffff,390
881f1d492dfffff,889
881f1d4921fffff,61
881f1d491bfffff,2441
881f1d4913fffff,2134
881f1d4911fffff,533
881f1d490dfffff,11
881f1d490bfffff,492
881f188059fffff,126
881f188053fffff,91
881f18804dfffff,52
881f18804bfffff,104
881f188045fffff,92
881f188043fffff,562
881f188041fffff,221
881f188037fffff,191
881f18802bfffff,368
881f188025fffff,528
881f188009fffff,549
881f188007fffff,761
881f188003fffff,361
881f18ba5bfffff,583
881f18973dfffff,1
881f189737fffff,50
881f189731fffff,156
881f189461fffff,4
881f1d4897fffff,5560
881f18b0a1fffff,234
881f1d4893fffff,2163
881f18b093fffff,2699
881f18b089fffff,5204
881f18b085fffff,5620
881f18b081fffff,5522
881f1d4881fffff,7381
881f188767fffff,2555
881f188761fffff,1689
881f18875dfffff,6
881f1895ebfffff,530
881f1895e5fffff,123
881f1895e3fffff,161
881f1895d1fffff,18
881f1895bdfffff,152
881f1895bbfffff,5
881f1895adfffff,43
881f1895a9fffff,438
881f1895a5fffff,1465
881f18959bfffff,314
881f189595fffff,16
881f189589fffff,4
881f189585fffff,178
881f189545fffff,560
881f189531fffff,53
881f189527fffff,32
881f18a2d7fffff,205
881f18a2d5fffff,487
881f18a2d1fffff,1126
881f18b053fffff,3495
881f18b045fffff,4832
881f18b041fffff,3339
881f18b01dfffff,6847
881f18b01bfffff,4765
881f18b013fffff,3232
881f18b011fffff,5477
881f1d4825fffff,4852
881f18b007fffff,6836
881f1894b7fffff,67
881f18949bfffff,1960
881f189491fffff,339
881f18946dfffff,269
881f18a257fffff,44
881f18a20bfffff,92
881f1890bdfffff,56
881f189097fffff,3
881f189081fffff,6
881f1dc9ddfffff,12
881f1dc9dbfffff,143
881f1dc9abfffff,11
881f1dc963fffff,9
881f1dc923fffff,4
881f1dc921fffff,1
881f1dc8b7fffff,68
881f1dc8b3fffff,1
881f1dc8a9fffff,16
881f1dc835fffff,6
881f1c35c5fffff,9
881f1c3431fffff,1
881f1dcd27fffff,44
881f1dcd23fffff,27
881f1dcd05fffff,7
881f1d52dbfffff,6
881f1d52cdfffff,20
881f1d5249fffff,22
881f1d5219fffff,72
881f1d5213fffff,60
881f1d5201fffff,44
881f1d4a65fffff,1398
881f1d4a5dfffff,102
881f1d4a55fffff,9
881f1d4a4dfffff,3380
881f1d4a4bfffff,1871
881f1d4a35fffff,75
881f1d4a31fffff,2254
881f1d4a2dfffff,2085
881f1d4a27fffff,372
881f1d4a23fffff,2
881f1d4a0bfffff,1593
881f1d4a05fffff,18
881f1d5129fffff,119
881f1d433dfffff,472
881f1d4339fffff,307
881f1d5b67fffff,6
881f1d5b61fffff,17
881f1d5b23fffff,170
881f1d5aebfffff,627
881f1d5adbfffff,143
881f1d5acbfffff,121
881f1d5ac5fffff,36
881f1d5aabfffff,78
881f1d5aa7fffff,75
881f1d5aa3fffff,455
881f1d5a9bfffff,1144
881f1d5a93fffff,1113
881f1d5a83fffff,20
881f1d5a5dfffff,104
881f1d5a5bfffff,49
881f1d5a59fffff,226
881f1d5a49fffff,389
881f1d5a47fffff,213
881f1d5a43fffff,89
881f1d5a1bfffff,772
881f1d5a13fffff,1427
881f1d59ebfffff,610
881f1d59e9fffff,465
881f1d59e3fffff,216
881f1d59dbfffff,1359
881f1d59c9fffff,160
881f1d59c5fffff,67
881f1d5965fffff,38
881f1d595dfffff,14
881f1d592dfffff,32
881f1d5911fffff,7
881f1d58edfffff,1415
881f1d58e1fffff,1788
881f1d58cdfffff,1792
881f1d58adfffff,332
881f1d58a1fffff,4590
881f1d589bfffff,1786
881f1d5897fffff,3532
881f1d5893fffff,2170
881f18975bfffff,76
881f189753fffff,18
881f189751fffff,82
881f1d586dfffff,199
881f189743fffff,574
881f1d586bfffff,102
881f1d5865fffff,28
