hexbin,value
89262ccb1bbffff,13.554322051222002
89262cca27bffff,10.136190433291217
89262ccb523ffff,24.84498467525673
89262ccb527ffff,24.84460725284387
89262ccb52bffff,23.034599154797316
89262ccb52fffff,24.843675857450318
89262ccb533ffff,24.84629336550289
89262ccb537ffff,24.845916030961018
89262cca293ffff,6.252712365621904
89262ccb53bffff,24.84536186477287
89262cca603ffff,10.089323814356304
89262ccb547ffff,4.729462370971221
89262cca607ffff,14.687487024547679
89262cca60bffff,23.448061439108802
89262cca60fffff,24.852256469182816
89262ccb563ffff,22.75135970760253
89262cca623ffff,8.448652226050882
89262ccb567ffff,11.72572552266512
89262cca2c3ffff,22.662620335978698
89262ccb56bffff,10.223315053010394
89262cca62bffff,19.520400003006273
89262ccb56fffff,5.877958285054173
89262cca2cbffff,24.845538463939963
89262ccb573ffff,24.016477564486326
89262cca2cfffff,11.779541966410557
89262cca633ffff,9.417240226780532
89262ccb577ffff,24.844430180092033
89262cca2d3ffff,24.847778189957783
89262ccb57bffff,5.703069352816176
89262cca2d7ffff,7.767403445625304
89262cca63bffff,24.8472329329139
89262cca2dbffff,24.846847202675093
89262cca643ffff,160.93287445623923
89262cca647ffff,24.823484719696488
89262cca64fffff,46.97331994527584
89262cca657ffff,48.479105141422686
89262ccb5a3ffff,24.848533205073913
89262cca663ffff,11.686809592802142
89262ccb5a7ffff,24.848155813983897
89262cca667ffff,10.150749908458767
89262ccb5abffff,50.07501711347241
89262cca66bffff,24.849086761750637
89262ccb5afffff,24.847224681848793
89262cca66fffff,13.876885655067298
89262ccb5b3ffff,105.58696529514475
89262cca673ffff,22.937419523054032
89262ccb5b7ffff,24.84946429781911
89262cca677ffff,22.06483578315605
89262ccb5bbffff,169.80932109936745
89262cca67bffff,24.85038355745273
89262ccb183ffff,8.66522056876456
89262cca243ffff,18.89025200020479
89262ccb187ffff,24.81082577379169
89262cca247ffff,6.9131779201218855
89262cdb02fffff,54.791608611978546
89262cdb0afffff,60.81114454843276
89262cdb10fffff,26.39659795431715
89262cd868fffff,21.061535772771663
89262cdb14fffff,60.118670563610394
89262cdb16fffff,52.916475844696244
89262cdb1cfffff,25.137693472574306
89262cdb3afffff,36.0216203476263
89262cdb10bffff,55.190307578997185
89262cdb11bffff,20.592578665101055
89262cd868bffff,45.912310555490706
89262cd869bffff,30.048851856703088
89262cdb14bffff,60.11956990806219
89262cdb15bffff,60.12271602645708
89262cdb16bffff,60.11462379314322
89262cd86dbffff,36.11961104579888
89262cdb17bffff,60.117770655005344
89262cdb1cbffff,42.395641253690904
89262cdb1dbffff,36.99785780529079
89262cdb3abffff,17.935012511543434
89262cdb3bbffff,23.50296506379467
89262cdb027ffff,60.12586183206542
89262cdb037ffff,55.849496248960335
89262cdb147ffff,60.12091720368148
89262cdb157ffff,59.95742172656197
89262cd86c7ffff,22.334161566353444
89262cd86d7ffff,60.11057571456095
89262cdb167ffff,20.36244191879021
89262cdb177ffff,34.31972341294722
89262cdb387ffff,34.44256060946691
89262cdb397ffff,53.0477689352924
89262cdb3a7ffff,59.39335197747463
89262cdb3b7ffff,60.11552391741198
89262cdb023ffff,32.39196788918811
89262cdb143ffff,60.12181689755488
89262cdb153ffff,60.124962918009004
89262cd86c3ffff,38.71949466860637
89262cd86d3ffff,60.11147661891298
89262cdb163ffff,60.11687018085845
89262cdb173ffff,60.12001694464667
89262cdb393ffff,17.633401251111813
89262cdb3a3ffff,60.049533868339736
89262cdb3b3ffff,60.11642347714703
89262cd82b3ffff,23.473099649642847
89262cd95afffff,62.56317079356907
89262cd8257ffff,23.469942182740077
89262cd807bffff,12.165943748253767
89262cd866fffff,23.474511602978335
89262cd82b7ffff,21.437850348685572
89262cd80dbffff,19.390963221624357
89262cd95b3ffff,31.032650310075457
89262cd825bffff,31.49357853305354
89262cd82bbffff,23.47222235159624
89262cd95b7ffff,23.475216256972878
89262cd8677ffff,19.426174896302673
89262cd8203ffff,23.47046723192941
89262cd867bffff,23.170262067033786
89262cd82c3ffff,23.47240335503006
89262cd8207ffff,23.47011410233275
89262cd82c7ffff,23.472050750129046
89262cd820bffff,23.469589410264597
89262cd8623ffff,20.989292652974267
89262cd82cbffff,23.4715252981279
89262cd820fffff,23.77791745575191
89262cd8627ffff,23.476791021033698
89262cd82cfffff,23.471172829592923
89262cd8213ffff,23.47169792460664
89262cd862bffff,21.108426975994874
89262cd8273ffff,29.8395164152765
89262cd82d3ffff,23.473633758471916
89262cd8217ffff,23.4713448790573
89262cd862fffff,23.475913837321453
89262cd8277ffff,32.84686560037839
89262cd82d7ffff,23.47328123758106
89262cd821bffff,23.470820140949254
89262cd82dbffff,23.472755739488015
89262cd8043ffff,23.4752073140007
89262cd8637ffff,23.144445639339743
89262cd8223ffff,176.21059316965446
89262cd8047ffff,9.985154170820223
89262cd8283ffff,23.47380606718185
89262cd804bffff,23.47433022860247
89262cd8287ffff,23.473452968674742
89262cd9523ffff,27.457487796777126
89262cd822bffff,101.19059563534734
89262cd804fffff,23.473976772870166
89262cd828bffff,23.47292849588304
89262cd9527ffff,23.470647066599653
89262cd8053ffff,23.47643773323254
89262cd8647ffff,24.81239688354163
89262cd828fffff,23.472575534039194
89262cd86a7ffff,17.679325069167025
89262cd8233ffff,45.426933364302386
89262cd8057ffff,8.415249434937222
89262cd8293ffff,23.475036478596717
89262cd952fffff,32.777180831217194
89262cd864fffff,29.02179482951141
89262cd805bffff,23.47556068586403
89262cd8297ffff,23.474683463780252
89262cd86afffff,21.119739421976416
89262cd9533ffff,64.27586161970775
89262cd823bffff,23.38984661386243
89262cd829bffff,23.474158945439086
89262cd9537ffff,23.47187754581114
89262cd80c3ffff,0.6360273272084671
89262cd8243ffff,29.767485628703753
89262cd82a3ffff,23.471868948814265
89262cd8247ffff,28.66407925878851
89262cd82a7ffff,139.98243394070892
89262cd80cbffff,23.206028189748995
89262cd95a3ffff,52.57020016959039
89262cd8663ffff,22.787727509311082
89262cd82abffff,23.47099161295343
89262cd80cfffff,4.656819229501428
89262cd95a7ffff,23.473986059135207
89262cd8667ffff,23.46798945811564
89262cd82afffff,97.68678250132753
89262cd8253ffff,23.470294734876532
89262cd866bffff,23.47486404044606
89262cd832fffff,78.25720708136625
89262cd83abffff,56.98383188473812
89262cd9d93ffff,78.25428331867822
89262cd8e47ffff,102.8225628694707
89262cd8377ffff,72.19971745859888
89262cd816bffff,60.9405098882805
89262cd8edbffff,71.4183660359898
89262cd832bffff,78.2583912342115
89262cd9d13ffff,109.63977146453121
89262cd83a7ffff,71.46288698768166
89262cd9d8fffff,97.43879486211736
89262cd8e43ffff,78.25483657323275
89262cd8e5bffff,78.25602219463767
89262cd9dd7ffff,90.15904836982578
89262cd8327ffff,78.2601302616115
89262cd9d8bffff,77.21542332537734
89262cd836fffff,86.06108009045474
89262cd8e57ffff,65.69779030005324
89262cd8323ffff,78.26131487029012
89262cd9d87ffff,82.4313694855954
89262cd833bffff,76.18830716597233
89262cd8307ffff,57.10105222963408
89262cd8e53ffff,75.05893327655417
89262cd8337ffff,78.26423792464469
89262cd9d83ffff,78.25017499883259
89262cd9d9bffff,78.2513589739935
89262cd9db3ffff,121.47572351528835
89262cd8367ffff,78.25546701658222
89262cd8e4fffff,127.89953544617883
89262cd8ecbffff,70.53352149295819
89262cd8333ffff,77.7965471308554
89262cd83afffff,75.91479780887025
89262cd9d97ffff,78.25309888793173
89262cd8363ffff,82.49054550591809
89262cd8e4bffff,78.25191372183978
89262cd9dc7ffff,93.12900517456075
892621a5bbbffff,22.360392638836956
892621a5b33ffff,24.497310003028787
89262cda6dbffff,22.35855693987742
892621a596bffff,20.45988988489006
89262cda653ffff,22.35622133586979
892621a5ba7ffff,22.359724566122186
89262cda6c7ffff,22.368445732183666
89262cda683ffff,25.666802891549025
89262cdb597ffff,25.32155194967789
892621a5b3bffff,28.17697551808539
89262cda65bffff,22.355387821040143
892621a5bafffff,22.358891161458253
89262cda6cfffff,22.357054683980667
892621a5b27ffff,22.356555717921054
89262cda68bffff,22.358720879911825
892621a5b9bffff,15.670231742378604
892621a5b13ffff,26.663391959272257
892621a5b87ffff,21.3771195010022
892621a5bb7ffff,13.485248940572529
892621a5b2fffff,23.395615718608077
89262cda6d7ffff,22.35905565228589
89262cda693ffff,23.843612215477528
892621a5967ffff,22.36105626321341
89262cda64fffff,33.884429844007606
892621a5ba3ffff,22.360058707754057
89262cda6c3ffff,22.358222507570915
892621a5b8fffff,22.360726359872732
892621a5b37ffff,22.357723498175872
89262cda69bffff,22.359888630027633
892621a596fffff,22.360223322254832
89262cda657ffff,29.789074891735794
892621a592bffff,24.560110406692182
89262cda613ffff,43.024761551780635
892621a5babffff,22.596365771617446
892621a5b23ffff,22.274372758041746
89262cda6cbffff,22.357389196158383
89262cda643ffff,27.295026788335676
892621a5b83ffff,20.377031274928537
89262cdb587ffff,28.900557667539974
892621a5977ffff,13.832956822805919
89262cda61bffff,33.661253121906235
892621a5bb3ffff,18.049104327298128
892621a5b2bffff,26.748478028309915
89262cda6d3ffff,22.359390214393706
89262cda68fffff,29.416229140240155
892621a5963ffff,17.08483665741307
89262cda64bffff,23.10539281924798
892621a5b17ffff,24.36762054897788
892621a5b8bffff,18.715958640021494
89262cda0c3ffff,137.41033728592475
89262cda6afffff,151.12547113323032
89262cda0d3ffff,36.19640395287228
89262cda053ffff,108.2739122812925
89262cda6a7ffff,37.11872408604787
89262cda0cfffff,93.57624712593766
89262cda627ffff,185.46183984249075
89262cda0cbffff,255.20589381130353
89262cda623ffff,87.6915682132597
89262cda637ffff,255.00294516793093
89262cda0dbffff,265.4481748232275
89262cd8183ffff,83.55264675206541
89262cd8187ffff,70.63631411697368
89262cd818bffff,83.5495313713279
89262cd818fffff,83.54826633797533
89262cd8193ffff,83.5570267320725
89262cd8197ffff,83.5557615101193
89262cd819bffff,83.55391148691486
89262cdaa4bffff,20.720762377680074
89262cdaa53ffff,11.075972589249337
89262cdaa5bffff,58.43029504419407
89262cd81bbffff,33.26142637707253
89262cd81c3ffff,83.18478487442194
89262cd81c7ffff,83.54641536756297
89262cd81cbffff,40.59515617010692
89262cd81cfffff,71.23752604567343
89262cd8103ffff,83.54076983922724
89262cd8107ffff,47.158464234439016
89262cd81d3ffff,83.52764609106985
89262cd810bffff,83.44410006811542
89262cd81d7ffff,83.55079561931156
89262cd81dbffff,45.51199077441246
89262cd810fffff,78.94558679966597
89262cd8113ffff,83.54515082128773
89262cd8117ffff,80.43150690141542
89262cd811bffff,83.54203468244538
89262cd8527ffff,74.32417118925034
89262cd852bffff,80.91931028562662
89262cd852fffff,82.11547920430095
89262cd813bffff,10.550943106925121
89262cd8147ffff,43.95273677541299
89262cd8157ffff,55.441099779143315
89262cdaacbffff,56.27926645433681
89262cd8567ffff,81.89112703256934
89262cd856bffff,22.413243344449327
89262cd8173ffff,40.41201886093825
89262cd856fffff,78.34218911340083
89262cd80a7ffff,30.21371238342743
89262cd8177ffff,35.7585927348853
89262cd8877ffff,191.0737664113493
89262cd880fffff,134.1745540874687
89262cd8867ffff,176.95419439933573
89262cd882bffff,188.9601282630679
89262cd882fffff,160.05939234986815
89262cd8823ffff,161.25516895754023
89262cd8833ffff,189.02588594752757
89262cd883bffff,200.82580218298108
89262cd8873ffff,71.41886341841087
89262cd8807ffff,184.4091140404928
89262cd8d6bffff,255.34298101223865
89262cd88b7ffff,142.2433362945817
89262cd88a3ffff,165.6035691757593
89262cd8d63ffff,161.39735658047874
89262cd88afffff,220.02973444565646
89262cd8d6fffff,150.88641093647058
89262cd89dbffff,119.32228265128677
89262cd88a7ffff,254.0348463372076
89262cd8d7bffff,127.01848264811451
89262cd89d3ffff,153.44673071659406
89262cd88abffff,190.18139789754954
89262cda4afffff,46.46468491502904
89262cda543ffff,75.75266314570159
89262cda5cbffff,90.22566219733058
89262cda42bffff,50.02827486357991
89262cda4a7ffff,71.80102025047628
89262cda55bffff,89.16291315048325
89262cda437ffff,86.17061713624815
89262cda547ffff,49.57951299971278
89262cda5c3ffff,96.38860186295179
89262cda423ffff,80.19486157639567
89262cda553ffff,90.22094868144706
89262cda5cfffff,94.77314640443501
89262cda42fffff,64.23128550195028
89262cda5dbffff,89.65870648468206
89262cda097ffff,30.0059511199269
89262cda54bffff,29.740029971445825
89262cda427ffff,90.22230751930886
89262cda557ffff,93.11846844543399
89262cda5d3ffff,97.56522840291177
892621a4b4bffff,43.57063002065789
892621a4a2bffff,47.72613477153745
89262cda483ffff,40.06057564485958
89262cda4bbffff,40.51504581191218
892621a4aabffff,80.92625180852373
89262cda497ffff,39.79344368107358
89262cda4abffff,43.730810179559846
892621a4a2fffff,39.795520723951405
89262cda487ffff,39.79136642974156
892621a4aafffff,44.00510244543434
89262cda49bffff,55.340721152976
89262cda48bffff,50.51279734562834
892621a4a33ffff,34.00162473593656
89262cda433ffff,54.20322483196579
892621a4b43ffff,71.21170211127149
892621a4a23ffff,40.19878920045902
89262cda48fffff,40.6251526320653
89262cda4b3ffff,44.71354699173139
892621a4a37ffff,51.547182696925304
892621a4aa3ffff,117.26256253682867
89262cda413ffff,54.12459626523088
89262cda4a3ffff,40.400087772095915
